Antibody,Threshold,OASis Percentile,OASis Identity,Heavy V Germline,Heavy J Germline,Heavy OASis Percentile,Heavy OASis Identity,Heavy Non-human peptides,Light V Germline,Light J Germline,Light OASis Percentile,Light OASis Identity,Light Non-human peptides
11198_seq2,relaxed,0.0912121212121212,0.606060606060606,,,,,,IGKV1-NL1*01,IGKJ2*01,0.0774848484848485,0.606060606060606,39
11199_seq1,relaxed,0.002,0.31858407079646,IGHV1-2*02,IGHJ2*01,0.00871681415929203,0.31858407079646,77,,,,,
11199_seq2,relaxed,0.169616161616161,0.686868686868687,,,,,,IGKV1-33*01,IGKJ2*01,0.162111111111111,0.686868686868687,31
11200_seq1,relaxed,0.782530612244898,0.918367346938775,,,,,,IGKV1-33*01,IGKJ4*01,0.700387755102041,0.918367346938775,8
11200_seq2,relaxed,0.756172413793104,0.905172413793103,IGHV3-30*03,IGHJ3*02,0.834965517241379,0.905172413793103,11,,,,,
11211_seq1,relaxed,0.734585858585859,0.898989898989899,,,,,,IGKV1-33*01,IGKJ4*01,0.669989898989899,0.898989898989899,10
11211_seq2,relaxed,0.868756756756757,0.945945945945946,IGHV4-61*01,IGHJ3*02,0.941054054054054,0.945945945945946,6,,,,,
11212_seq1,relaxed,0.0174159292035398,0.469026548672566,IGHV1-3*01,IGHJ2*01,0.0626106194690266,0.469026548672566,60,,,,,
11212_seq2,relaxed,0.012,0.459183673469388,,,,,,IGKV1-39*01,IGKJ2*01,0.0225918367346939,0.459183673469388,53
11215_seq1,relaxed,0.592333333333334,0.833333333333333,IGHV3-23*01,IGHJ4*01,0.648333333333334,0.833333333333333,18,,,,,
11215_seq2,relaxed,0.847294117647058,0.941176470588235,,,,,,IGLV2-23*01,IGLJ1*01,0.730705882352941,0.941176470588235,6
11218_seq1,relaxed,0.248805309734513,0.716814159292035,IGHV1-3*01,IGHJ2*01,0.354256637168141,0.716814159292035,32,,,,,
11218_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-39*01,IGKJ2*01,0.41230303030303,0.787878787878788,21
11224_seq1,relaxed,0.597461538461539,0.836538461538462,,,,,,IGKV2-29*02,IGKJ2*01,0.549961538461539,0.836538461538462,17
11224_seq2,relaxed,0.127,0.654545454545455,IGHV4-4*08,IGHJ3*01,0.180181818181818,0.654545454545455,38,,,,,
11234_seq1,relaxed,0.367093457943925,0.747663551401869,IGHV3-72*01,IGHJ4*01,0.438457943925234,0.747663551401869,27,,,,,
11234_seq2,relaxed,0.217040404040404,0.707070707070707,,,,,,IGKV1-27*01,IGKJ2*01,0.200727272727273,0.707070707070707,29
11236_seq1,relaxed,0.619,0.846153846153846,IGHV4-4*02,IGHJ6*01,0.690692307692308,0.846153846153846,18,,,,,
11236_seq2,relaxed,0.882408163265307,0.948979591836735,,,,,,IGKV3-11*01,IGKJ4*01,0.74865306122449,0.948979591836735,5
11241_seq1,relaxed,0.654538461538462,0.865384615384615,IGHV4-59*01,IGHJ4*01,0.743461538461539,0.865384615384615,14,,,,,
11241_seq2,relaxed,0.545692307692308,0.807692307692308,,,,,,IGKV2-29*02,IGKJ2*01,0.464153846153846,0.807692307692308,20
11242_seq1,relaxed,0.571571428571428,0.821428571428571,IGHV3-7*01,IGHJ3*01,0.617285714285714,0.821428571428571,20,,,,,
11242_seq2,relaxed,0.447873786407767,0.766990291262136,,,,,,IGKV4-1*01,IGKJ4*01,0.346679611650485,0.766990291262136,24
11249_seq1,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
11249_seq2,relaxed,0.780299065420561,0.91588785046729,IGHV4-59*01,IGHJ3*02,0.865663551401869,0.91588785046729,9,,,,,
11256_seq1,relaxed,0.528,0.8,IGHV1-46*01,IGHJ4*01,0.569,0.8,22,,,,,
11256_seq2,relaxed,0.447873786407767,0.766990291262136,,,,,,IGKV1-13*02,IGKJ4*01,0.346679611650485,0.766990291262136,24
11258_seq1,relaxed,0.0914285714285714,0.607142857142857,IGHV4-4*08,IGHJ3*01,0.111,0.607142857142857,44,,,,,
11258_seq2,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV4-1*01,IGKJ1*01,0.520538461538462,0.826923076923077,18
11258_seq3,relaxed,0.36669696969697,0.747474747474748,,,,,,IGKV1-16*01,IGKJ1*01,0.289161616161616,0.747474747474748,25
11258_seq4,relaxed,0.552459459459459,0.810810810810811,IGHV1-3*01,IGHJ4*01,0.587351351351351,0.810810810810811,21,,,,,
11267_seq1,relaxed,0.175727272727273,0.690909090909091,IGHV1-3*01,IGHJ4*01,0.286,0.690909090909091,34,,,,,
11267_seq2,relaxed,0.496857142857143,0.785714285714286,,,,,,IGKV1-39*01,IGKJ4*01,0.403428571428571,0.785714285714286,21
11273_seq1,relaxed,0.597181818181818,0.836363636363636,IGHV2-70*10,IGHJ4*01,0.658636363636363,0.836363636363636,18,,,,,
11273_seq2,relaxed,0.361285714285714,0.744897959183674,,,,,,IGKV3-11*01,IGKJ1*01,0.280142857142857,0.744897959183674,25
11280_seq1,relaxed,0.567285714285714,0.819047619047619,,,,,,IGKV4-1*01,IGKJ2*01,0.494333333333333,0.819047619047619,19
11280_seq2,relaxed,0.127,0.654545454545455,IGHV1-2*02,IGHJ4*01,0.180181818181818,0.654545454545455,38,,,,,
11300_seq1,relaxed,0.470324324324324,0.774774774774775,IGHV1-46*01,IGHJ4*01,0.49254954954955,0.774774774774775,25,,,,,
11300_seq2,relaxed,0.122533980582524,0.650485436893204,,,,,,IGKV7-3*01,IGKJ2*01,0.114582524271845,0.650485436893204,36
11301_seq1,relaxed,1,1,,,,,,IGKV3-15*01,IGKJ4*01,1,1,0
11301_seq2,relaxed,0.705607142857143,0.883928571428571,IGHV4-39*01,IGHJ5*02,0.778035714285714,0.883928571428571,13,,,,,
11302_seq1,relaxed,0.332684210526315,0.736842105263158,IGHV3-33*01,IGHJ4*01,0.408473684210526,0.736842105263158,30,,,,,
11302_seq2,relaxed,0.600414141414141,0.838383838383838,,,,,,IGKV1-39*01,IGKJ2*01,0.555313131313131,0.838383838383838,16
11303_seq1,relaxed,0.13795145631068,0.669902912621359,,,,,,IGKV3-11*01,IGKJ1*01,0.132932038834951,0.669902912621359,34
11303_seq2,relaxed,0.587571428571429,0.830357142857143,IGHV3-23*04,IGHJ4*01,0.638214285714286,0.830357142857143,19,,,,,
11304_seq1,relaxed,0.104067961165049,0.631067961165049,,,,,,IGKV7-3*01,IGKJ2*01,0.0949611650485437,0.631067961165049,38
11304_seq2,relaxed,0.004,0.396396396396396,IGHV1-46*01,IGHJ4*01,0.0294774774774775,0.396396396396396,67,,,,,
11306_seq1,relaxed,0.169616161616161,0.686868686868687,,,,,,IGKV1-33*01,IGKJ4*01,0.162111111111111,0.686868686868687,31
11306_seq2,relaxed,0.1705,0.6875,IGHV1-69-2*01,IGHJ4*01,0.276,0.6875,35,,,,,
11308_seq1,relaxed,0.829339449541284,0.935779816513761,IGHV3-23*04,IGHJ4*01,0.916559633027523,0.935779816513761,7,,,,,
11308_seq2,relaxed,0.523576923076923,0.798076923076923,,,,,,IGKV2-30*01,IGKJ2*01,0.442807692307692,0.798076923076923,21
11309_seq1,relaxed,0.261450450450451,0.720720720720721,IGHV3-66*01,IGHJ3*01,0.368657657657658,0.720720720720721,31,,,,,
11309_seq2,relaxed,0.565727272727273,0.818181818181818,,,,,,IGKV3-11*01,IGKJ4*01,0.491909090909091,0.818181818181818,18
11310_seq1,relaxed,0.30850495049505,0.732673267326733,,,,,,IGLV1-51*01,IGLJ2*01,0.244683168316832,0.732673267326733,27
11310_seq2,relaxed,0.594652173913044,0.834782608695652,IGHV3-21*01,IGHJ3*01,0.653260869565217,0.834782608695652,19,,,,,
11311_seq1,relaxed,0.274265306122449,0.724489795918367,,,,,,IGKV3-11*01,IGKJ2*01,0.228081632653061,0.724489795918367,27
11311_seq2,relaxed,0.358061946902655,0.743362831858407,IGHV1-69*04,IGHJ2*01,0.42641592920354,0.743362831858407,29,,,,,
11328_seq1,relaxed,0.569,0.82,,,,,,IGKV3-20*01,IGKJ2*01,0.497,0.82,18
11328_seq2,relaxed,0.437526315789474,0.763157894736842,IGHV2-5*09,IGHJ4*01,0.463157894736842,0.763157894736842,27,,,,,
11330_seq1,relaxed,0.836159292035398,0.938053097345133,IGHV3-23*01,IGHJ4*01,0.921106194690265,0.938053097345133,7,,,,,
11330_seq2,relaxed,1,1,,,,,,IGLV3-21*02,IGLJ2*01,1,1,0
11331_seq1,relaxed,0.012,0.456140350877193,IGHV1-3*01,IGHJ2*01,0.0543684210526315,0.456140350877193,62,,,,,
11331_seq2,relaxed,0.004,0.418367346938775,,,,,,IGKV1-39*01,IGKJ2*01,0.0156734693877551,0.418367346938775,57
11333_seq1,relaxed,0.629964912280702,0.850877192982456,IGHV3-23*04,IGHJ6*01,0.705368421052632,0.850877192982456,17,,,,,
11333_seq2,relaxed,0.884727272727273,0.94949494949495,,,,,,IGKV1-12*01,IGKJ5*01,0.749838383838384,0.94949494949495,5
11334_seq1,relaxed,0.108514018691589,0.635514018691589,IGHV1-69-2*01,IGHJ4*01,0.155130841121495,0.635514018691589,39,,,,,
11334_seq2,relaxed,0.600414141414141,0.838383838383838,,,,,,IGKV1-27*01,IGKJ3*01,0.555313131313131,0.838383838383838,16
11335_seq1,relaxed,0.108514018691589,0.635514018691589,IGHV1-69-2*01,IGHJ4*01,0.155130841121495,0.635514018691589,39,,,,,
11335_seq2,relaxed,0.600414141414141,0.838383838383838,,,,,,IGKV1-27*01,IGKJ3*01,0.555313131313131,0.838383838383838,16
11344_seq1,relaxed,0.232477477477477,0.711711711711712,IGHV1-46*01,IGHJ4*01,0.333846846846847,0.711711711711712,32,,,,,
11344_seq2,relaxed,0.36669696969697,0.747474747474748,,,,,,IGKV1/OR-4*01,IGKJ2*01,0.289161616161616,0.747474747474748,25
11347_seq1,relaxed,0.248805309734513,0.716814159292035,IGHV1-3*01,IGHJ2*01,0.354256637168141,0.716814159292035,32,,,,,
11347_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-39*01,IGKJ2*01,0.41230303030303,0.787878787878788,21
11766_seq1,relaxed,0.884727272727273,0.94949494949495,,,,,,IGKV3-20*01,IGKJ4*01,0.749838383838384,0.94949494949495,5
11766_seq2,relaxed,0.504840336134454,0.789915966386555,IGHV1-18*01,IGHJ4*01,0.525806722689076,0.789915966386555,25,,,,,
11776_seq1,relaxed,0.979237623762376,0.98019801980198,,,,,,IGKV3-20*01,IGKJ1*01,0.790118811881188,0.98019801980198,2
11776_seq2,relaxed,0.594652173913044,0.834782608695652,IGHV1-58*01,IGHJ3*02,0.653260869565217,0.834782608695652,19,,,,,
11777_seq1,relaxed,1,1,,,,,,IGKV4-1*01,IGKJ4*01,1,1,0
11777_seq2,relaxed,0.585682926829268,0.829268292682927,IGHV3-15*01,IGHJ4*01,0.635317073170732,0.829268292682927,21,,,,,
11797_seq1,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-12*01,IGKJ4*01,0.619060606060606,0.868686868686869,13
11797_seq2,relaxed,0.220079646017699,0.707964601769911,IGHV1-18*01,IGHJ2*01,0.322725663716814,0.707964601769911,33,,,,,
11861_seq1,relaxed,1,1,,,,,,IGKV1-33*01,IGKJ4*01,1,1,0
11861_seq2,relaxed,0.656392857142857,0.866071428571429,IGHV3-11*01,IGHJ4*01,0.745178571428572,0.866071428571429,15,,,,,
11863_seq1,relaxed,0.816117647058824,0.931372549019608,,,,,,IGLV2-14*03,IGLJ3*02,0.714196078431373,0.931372549019608,7
11863_seq2,relaxed,0.775642857142857,0.910714285714286,IGHV3-30*01,IGHJ4*01,0.850142857142857,0.910714285714286,10,,,,,
11865_seq1,relaxed,0.126626168224299,0.654205607476635,IGHV4-30-4*01,IGHJ4*01,0.179570093457944,0.654205607476635,37,,,,,
11865_seq2,relaxed,0.191155339805825,0.699029126213592,,,,,,IGKV7-3*01,IGKJ2*01,0.186155339805825,0.699029126213592,31
11873_seq1,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ2*01,1,1,0
11873_seq2,relaxed,0.783027027027027,0.918918918918919,IGHV3-66*01,IGHJ4*01,0.874756756756757,0.918918918918919,9,,,,,
11876_seq1,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ1*01,1,1,0
11876_seq2,relaxed,0.779076923076923,0.914529914529915,IGHV1-69*04,IGHJ6*01,0.861589743589744,0.914529914529915,10,,,,,
11883_seq1,relaxed,0.991176470588235,0.990196078431373,,,,,,IGLV1-51*01,IGLJ2*01,0.800000000000002,0.990196078431373,1
11883_seq2,relaxed,0.578,0.825,IGHV2-70*12,IGHJ6*01,0.6255,0.825,21,,,,,
7164_seq1,relaxed,0.479333333333334,0.777777777777778,IGHV1-46*01,IGHJ4*01,0.498555555555556,0.777777777777778,24,,,,,
7164_seq2,relaxed,0.472530612244898,0.775510204081633,,,,,,IGKV1-5*01,IGKJ1*01,0.367877551020408,0.775510204081633,22
7471_seq1,relaxed,0.039,0.5,IGHV1-2*02,IGHJ4*01,0.073,0.5,54,,,,,
7471_seq2,relaxed,0.0762222222222222,0.555555555555556,,,,,,IGKV3-7*02,IGKJ2*01,0.0558888888888889,0.555555555555556,44
7602_seq1,relaxed,0.004,0.393939393939394,,,,,,IGKV6-21*01,IGKJ2*01,0.0101818181818182,0.393939393939394,60
7602_seq2,relaxed,0.103630630630631,0.630630630630631,IGHV3-73*01,IGHJ4*01,0.144387387387387,0.630630630630631,41,,,,,
7609_seq1,relaxed,0.0174159292035398,0.469026548672566,IGHV1-3*01,IGHJ2*01,0.0626106194690266,0.469026548672566,60,,,,,
7609_seq2,relaxed,0.012,0.459183673469388,,,,,,IGKV1-39*01,IGKJ2*01,0.0225918367346939,0.459183673469388,53
7637_seq1,relaxed,0.1705,0.6875,IGHV3-66*01,IGHJ4*01,0.276,0.6875,35,,,,,
7637_seq2,relaxed,0.583909090909091,0.828282828282828,,,,,,IGKV1-39*01,IGKJ1*01,0.525161616161616,0.828282828282828,17
7860_seq1,relaxed,0.94930303030303,0.96969696969697,,,,,,IGKV1-27*01,IGKJ1*01,0.777575757575758,0.96969696969697,3
7860_seq2,relaxed,0.589973451327434,0.831858407079646,IGHV3-9*01,IGHJ4*01,0.643318584070796,0.831858407079646,19,,,,,
7906_seq1,relaxed,0.012,0.450450450450451,IGHV4-4*08,IGHJ4*01,0.0475405405405405,0.450450450450451,61,,,,,
7906_seq2,relaxed,0.0415252525252525,0.505050505050505,,,,,,IGKV6-21*02,IGKJ2*01,0.033030303030303,0.505050505050505,49
8005_seq1,relaxed,0.278256637168142,0.725663716814159,IGHV4-30-4*01,IGHJ4*01,0.380026548672566,0.725663716814159,31,,,,,
8005_seq2,relaxed,0.583909090909091,0.828282828282828,,,,,,IGKV1-33*01,IGKJ1*01,0.525161616161616,0.828282828282828,17
8017_seq1,relaxed,0.124391304347826,0.652173913043478,IGHV3-23*04,IGHJ2*01,0.175913043478261,0.652173913043478,40,,,,,
8017_seq2,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-16*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
8039_seq1,relaxed,0.541398058252427,0.805825242718447,,,,,,IGKV1-39*01,IGKJ1*01,0.460233009708738,0.805825242718447,20
8039_seq2,relaxed,0.500460176991151,0.787610619469027,IGHV3-66*01,IGHJ1*01,0.520504424778761,0.787610619469027,24,,,,,
8122_seq1,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-12*01,IGKJ1*01,0.580363636363636,0.848484848484848,15
8122_seq2,relaxed,0.174504424778761,0.690265486725664,IGHV3-23*04,IGHJ4*01,0.28458407079646,0.690265486725664,35,,,,,
8231_seq1,relaxed,0.198964912280702,0.701754385964912,IGHV1-46*01,IGHJ2*01,0.309684210526316,0.701754385964912,34,,,,,
8231_seq2,relaxed,0.217040404040404,0.707070707070707,,,,,,IGKV1-33*01,IGKJ1*01,0.200727272727273,0.707070707070707,29
8313_seq1,relaxed,0.0837826086956522,0.573913043478261,IGHV3-23*04,IGHJ2*01,0.0945652173913043,0.573913043478261,49,,,,,
8313_seq2,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-16*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
8380_seq1,relaxed,0.546585858585858,0.808080808080808,,,,,,IGKV1-33*01,IGKJ1*01,0.464969696969697,0.808080808080808,19
8380_seq2,relaxed,0.130423423423424,0.657657657657658,IGHV3-23*04,IGHJ4*01,0.185783783783784,0.657657657657658,38,,,,,
8381_seq1,relaxed,1,1,,,,,,IGLV3-19*01,IGLJ3*02,1,1,0
8381_seq2,relaxed,0.467739130434782,0.773913043478261,IGHV1-69*01,IGHJ3*01,0.490826086956522,0.773913043478261,26,,,,,
8394_seq1,relaxed,0.36727027027027,0.747747747747748,IGHV4-59*11,IGHJ4*01,0.438693693693694,0.747747747747748,28,,,,,
8394_seq2,relaxed,0.69160606060606,0.878787878787879,,,,,,IGKV1-33*01,IGKJ1*01,0.637060606060606,0.878787878787879,12
8448_seq1,relaxed,0.565727272727273,0.818181818181818,,,,,,IGKV1-16*01,IGKJ1*01,0.491909090909091,0.818181818181818,18
8448_seq2,relaxed,0.162545454545454,0.681818181818182,IGHV3-23*04,IGHJ4*01,0.257818181818181,0.681818181818182,35,,,,,
8545_seq1,relaxed,0.156173913043478,0.678260869565217,IGHV1-69*01,IGHJ3*01,0.246782608695652,0.678260869565217,37,,,,,
8545_seq2,relaxed,0.545692307692308,0.807692307692308,,,,,,IGKV1-33*01,IGKJ1*01,0.464153846153846,0.807692307692308,20
8568_seq1,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
8568_seq2,relaxed,0.804363636363636,0.927272727272727,IGHV3-30*01,IGHJ4*01,0.897636363636364,0.927272727272727,8,,,,,
8598_seq1,relaxed,0.169616161616161,0.686868686868687,,,,,,IGKV1-6*01,IGKJ2*01,0.162111111111111,0.686868686868687,31
8598_seq2,relaxed,0.0832857142857143,0.571428571428571,IGHV1-2*06,IGHJ4*01,0.0935714285714286,0.571428571428571,48,,,,,
8624_seq1,relaxed,0.493189189189189,0.783783783783784,IGHV3-23*03,IGHJ4*01,0.511702702702703,0.783783783783784,24,,,,,
8624_seq2,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV2-29*02,IGKJ1*01,0.520538461538462,0.826923076923077,18
8651_seq1,relaxed,0.719,0.888888888888889,,,,,,IGKV1-39*01,IGKJ1*01,0.658555555555556,0.888888888888889,11
8651_seq2,relaxed,0.11263963963964,0.63963963963964,IGHV1-69*01,IGHJ4*01,0.164207207207207,0.63963963963964,40,,,,,
8653_seq1,relaxed,0.786947368421053,0.921052631578947,IGHV3-23*01,IGHJ5*02,0.880842105263158,0.921052631578947,9,,,,,
8653_seq2,relaxed,0.927,0.96,,,,,,IGKV3-20*01,IGKJ1*01,0.764,0.96,4
8659_seq1,relaxed,0.004,0.36036036036036,IGHV1-3*01,IGHJ4*01,0.0142162162162162,0.36036036036036,71,,,,,
8659_seq2,relaxed,0.0476060606060606,0.515151515151515,,,,,,IGKV1-9*01,IGKJ2*01,0.0375454545454545,0.515151515151515,48
8693_seq1,relaxed,0.240714285714286,0.714285714285714,IGHV2-70*01,IGHJ3*01,0.344142857142857,0.714285714285714,32,,,,,
8693_seq2,relaxed,0.240714285714286,0.714285714285714,,,,,,IGKV1-5*01,IGKJ4*01,0.212,0.714285714285714,28
8713_seq1,relaxed,0.751,0.903846153846154,IGHV4-34*01,IGHJ4*01,0.831384615384615,0.903846153846154,10,,,,,
8713_seq2,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ5*01,1,1,0
8716_seq1,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ3*01,1,1,0
8716_seq2,relaxed,0.916059829059829,0.957264957264957,IGHV3-33*01,IGHJ6*01,0.97234188034188,0.957264957264957,5,,,,,
8734_seq1,relaxed,0.036979797979798,0.494949494949495,,,,,,IGKV1-39*01,IGKJ2*01,0.0284848484848485,0.494949494949495,50
8734_seq2,relaxed,0.004,0.357142857142857,IGHV1-46*01,IGHJ2*01,0.0137142857142857,0.357142857142857,72,,,,,
8753_seq1,relaxed,1,1,,,,,,IGLV3-19*01,IGLJ2*01,1,1,0
8753_seq2,relaxed,0.727327433628319,0.893805309734513,IGHV3-20*04,IGHJ2*01,0.803035398230088,0.893805309734513,12,,,,,
8818_seq1,relaxed,0.0709298245614035,0.543859649122807,IGHV1-46*01,IGHJ4*01,0.0843157894736842,0.543859649122807,52,,,,,
8818_seq2,relaxed,0.778115384615385,0.913461538461538,,,,,,IGKV4-1*01,IGKJ2*01,0.692538461538461,0.913461538461538,9
8832_seq1,relaxed,0.262923076923077,0.721153846153846,,,,,,IGKV2-28*01,IGKJ2*01,0.222076923076923,0.721153846153846,29
8832_seq2,relaxed,0.004,0.392857142857143,IGHV1-3*01,IGHJ3*01,0.027,0.392857142857143,68,,,,,
8836_seq1,relaxed,1,1,,,,,,IGKV6-21*01,IGKJ3*01,1,1,0
8836_seq2,relaxed,0.723272727272727,0.890909090909091,IGHV3-33*01,IGHJ4*01,0.794636363636364,0.890909090909091,12,,,,,
8862_seq1,relaxed,0.457926605504587,0.770642201834862,IGHV3-30*01,IGHJ5*01,0.484284403669725,0.770642201834862,25,,,,,
8862_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV3-11*01,IGKJ4*01,0.41230303030303,0.787878787878788,21
8864_seq1,relaxed,0,0.245098039215686,,,,,,IGLV6-57*01,IGLJ2*01,0.00101960784313725,0.245098039215686,77
8864_seq2,relaxed,0.599540540540541,0.837837837837838,IGHV3-23*01,IGHJ4*01,0.663648648648649,0.837837837837838,18,,,,,
8869_seq1,relaxed,0.181367346938775,0.693877551020408,,,,,,IGKV1-39*01,IGKJ2*01,0.176367346938776,0.693877551020408,30
8869_seq2,relaxed,0.343684684684685,0.738738738738739,IGHV3-30*01,IGHJ4*01,0.413594594594595,0.738738738738739,29,,,,,
8887_seq1,relaxed,0.681,0.875,IGHV3-30*03,IGHJ4*01,0.762,0.875,14,,,,,
8887_seq2,relaxed,0.991346153846154,0.990384615384615,,,,,,IGKV2-28*01,IGKJ3*01,0.803846153846156,0.990384615384615,1
8888_seq1,relaxed,0.764888888888889,0.907407407407407,IGHV3-74*01,IGHJ3*01,0.841,0.907407407407407,10,,,,,
8888_seq2,relaxed,1,1,,,,,,IGKV2-30*01,IGKJ4*01,1,1,0
8894_seq1,relaxed,0.520203389830508,0.796610169491525,IGHV3-23*04,IGHJ4*01,0.554423728813559,0.796610169491525,24,,,,,
8894_seq2,relaxed,0.775,0.91,,,,,,IGKV3-11*01,IGKJ1*01,0.687,0.91,9
8922_seq1,relaxed,0.654538461538462,0.865384615384615,,,,,,IGKV2-30*02,IGKJ5*01,0.609153846153846,0.865384615384615,14
8922_seq2,relaxed,0.0914285714285714,0.607142857142857,IGHV7-4-1*02,IGHJ4*01,0.111,0.607142857142857,44,,,,,
8932_seq1,relaxed,0.165142857142857,0.683673469387755,,,,,,IGKV1-39*01,IGKJ2*01,0.155081632653061,0.683673469387755,31
8932_seq2,relaxed,0.143646017699115,0.672566371681416,IGHV1-46*01,IGHJ2*01,0.229699115044248,0.672566371681416,37,,,,,
8941_seq1,relaxed,0.143646017699115,0.672566371681416,IGHV4-38-2*02,IGHJ4*01,0.229699115044248,0.672566371681416,37,,,,,
8941_seq2,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-33*01,IGKJ2*01,0.580363636363636,0.848484848484848,15
8942_seq1,relaxed,0.723272727272727,0.890909090909091,IGHV3/OR16-10*03,IGHJ4*01,0.794636363636364,0.890909090909091,12,,,,,
8942_seq2,relaxed,0.338611650485437,0.737864077669903,,,,,,IGKV1-39*01,IGKJ1*01,0.257660194174757,0.737864077669903,27
8954_seq1,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ2*01,1,1,0
8954_seq2,relaxed,0.599540540540541,0.837837837837838,IGHV5-51*01,IGHJ4*01,0.663648648648649,0.837837837837838,18,,,,,
8959_seq1,relaxed,0.619,0.846153846153846,,,,,,IGKV1-39*01,IGKJ1*01,0.574769230769231,0.846153846153846,16
8959_seq2,relaxed,0.137905660377358,0.669811320754717,IGHV3-74*01,IGHJ4*01,0.221396226415094,0.669811320754717,35,,,,,
8976_seq1,relaxed,0.594779816513761,0.834862385321101,IGHV3-7*01,IGHJ3*01,0.653532110091743,0.834862385321101,18,,,,,
8976_seq2,relaxed,0.136333333333333,0.666666666666667,,,,,,IGKV1-16*01,IGKJ1*01,0.130666666666667,0.666666666666667,33
8979_seq1,relaxed,0.599540540540541,0.837837837837838,IGHV3-23*03,IGHJ4*01,0.663648648648649,0.837837837837838,18,,,,,
8979_seq2,relaxed,0.62104081632653,0.846938775510204,,,,,,IGKV1-33*01,IGKJ1*01,0.57665306122449,0.846938775510204,15
8998_seq1,relaxed,0.0462920353982301,0.513274336283186,IGHV1-3*01,IGHJ4*01,0.0786371681415929,0.513274336283186,55,,,,,
8998_seq2,relaxed,0.0932323232323232,0.616161616161616,,,,,,IGKV1-27*01,IGKJ1*01,0.0879292929292929,0.616161616161616,38
9029_seq1,relaxed,0.911561403508772,0.956140350877193,IGHV4-30-4*01,IGHJ6*01,0.96919298245614,0.956140350877193,5,,,,,
9029_seq2,relaxed,0.927,0.96,,,,,,IGKV3-20*01,IGKJ1*01,0.764,0.96,4
9043_seq1,relaxed,0.150486486486486,0.675675675675676,IGHV1-69*02,IGHJ4*01,0.239027027027027,0.675675675675676,36,,,,,
9043_seq2,relaxed,0.351807692307692,0.740384615384615,,,,,,IGKV2-28*01,IGKJ4*01,0.264346153846154,0.740384615384615,27
9046_seq1,relaxed,0.0922222222222222,0.611111111111111,IGHV7-4-1*01,IGHJ4*01,0.115111111111111,0.611111111111111,42,,,,,
9046_seq2,relaxed,0.231923076923077,0.711538461538462,,,,,,IGKV1-39*01,IGKJ1*01,0.208153846153846,0.711538461538462,30
9051_seq1,relaxed,0.136333333333333,0.666666666666667,IGHV3-21*01,IGHJ3*01,0.211333333333333,0.666666666666667,37,,,,,
9051_seq2,relaxed,0.004,0.408163265306122,,,,,,IGKV3-11*01,IGKJ2*01,0.0136326530612245,0.408163265306122,58
9052_seq1,relaxed,0.852384615384615,0.942307692307692,,,,,,IGLV2-11*01,IGLJ2*01,0.733307692307692,0.942307692307692,6
9052_seq2,relaxed,0.57535294117647,0.823529411764706,IGHV1-69*01,IGHJ5*02,0.622117647058823,0.823529411764706,21,,,,,
9053_seq1,relaxed,0.90681981981982,0.954954954954955,IGHV3-30*18,IGHJ4*01,0.965873873873874,0.954954954954955,5,,,,,
9053_seq2,relaxed,1,1,,,,,,IGKV1-17*01,IGKJ4*01,1,1,0
9067_seq1,relaxed,0.532144144144144,0.801801801801802,IGHV3-30*03,IGHJ4*01,0.571882882882883,0.801801801801802,22,,,,,
9067_seq2,relaxed,0.245196078431372,0.715686274509804,,,,,,IGKV1-33*01,IGKJ1*01,0.213960784313725,0.715686274509804,29
9074_seq1,relaxed,0.150486486486486,0.675675675675676,IGHV3-48*01,IGHJ2*01,0.239027027027027,0.675675675675676,36,,,,,
9074_seq2,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-27*01,IGKJ1*01,0.580363636363636,0.848484848484848,15
9083_seq1,relaxed,0.978414141414141,0.97979797979798,,,,,,IGKV3-11*01,IGKJ4*01,0.789757575757576,0.97979797979798,2
9083_seq2,relaxed,0.873061946902655,0.946902654867257,IGHV4-30-4*01,IGHJ4*01,0.943637168141593,0.946902654867257,6,,,,,
9085_seq1,relaxed,0.816871794871795,0.931623931623932,IGHV3-23*01,IGHJ6*01,0.908247863247863,0.931623931623932,8,,,,,
